,y_act,y_pred_random_forest,y_pred_logistic,df_prec_ran,df_prec_loc
6304,0,0.360925651,0.346322184,0,0
6305,0,0.384606626,0.300992846,0,0
6306,1,0.528823534,0.421808695,1,0
6307,1,0.429453266,0.478631379,0,0
6308,1,0.665096541,0.740390568,1,1
6309,0,0.450264158,0.339781689,0,0
6310,1,0.509529067,0.444579496,1,0
6311,1,0.920262376,0.963648337,1,1
6312,1,0.369929029,0.346845256,0,0
6313,0,0.433413063,0.388342604,0,0
6314,0,0.373614051,0.249795797,0,0
6315,1,0.682296716,0.74612947,1,1
6316,0,0.484740123,0.439815856,0,0
6317,0,0.353652501,0.648355635,0,1
6318,0,0.354884072,0.298127534,0,0
6319,1,0.611423261,0.550836314,1,1
6320,0,0.532501475,0.740557214,1,1
6321,0,0.494299919,0.567316554,0,1
6322,0,0.440441706,0.435910056,0,0
6323,0,0.429674933,0.432292898,0,0
6324,0,0.374369263,0.411503626,0,0
6325,0,0.502731554,0.484996796,1,0
6326,0,0.384412141,0.333936464,0,0
6327,0,0.3078252,0.344515572,0,0
6328,1,0.410651843,0.324523595,0,0
6329,0,0.47295998,0.325112127,0,0
6330,0,0.449808959,0.483803276,0,0
6331,1,0.662483437,0.867682559,1,1
6332,0,0.461325087,0.444096052,0,0
6333,0,0.402901705,0.362938117,0,0
6334,0,0.363713149,0.348123006,0,0
6335,1,0.521763897,0.574270443,1,1
6336,1,0.510142747,0.493989298,1,0
6337,0,0.405383305,0.447046912,0,0
6338,1,0.636543776,0.452812974,1,0
6339,1,0.553844033,0.497144571,1,0
6340,1,0.455787477,0.48814456,0,0
6341,1,0.521567823,0.439959127,1,0
6342,1,0.776120794,0.763263355,1,1
6343,0,0.32696742,0.29982369,0,0
6344,1,0.597074421,0.678969349,1,1
6345,1,0.498404517,0.540606677,0,1
6346,0,0.394540659,0.335190598,0,0
6347,1,0.453301204,0.44162264,0,0
6348,0,0.544663734,0.535737527,1,1
6349,0,0.414703701,0.50142573,0,1
6350,0,0.530701607,0.557753853,1,1
6351,0,0.424667595,0.50243536,0,1
6352,0,0.379316868,0.370174078,0,0
6353,0,0.478234653,0.404824967,0,0
6354,1,0.553257441,0.634338996,1,1
6355,1,0.490842018,0.473732044,0,0
6356,1,0.675841482,0.524411864,1,1
6357,0,0.536988807,0.486460746,1,0
6358,1,0.414874862,0.322916186,0,0
6359,1,0.516824592,0.59097405,1,1
6360,1,0.658839076,0.75034137,1,1
6361,1,0.373305667,0.358467294,0,0
6362,0,0.432674766,0.396871434,0,0
6363,0,0.387645158,0.398403309,0,0
6364,1,0.513871009,0.71799907,1,1
6365,1,0.65832784,0.853436678,1,1
6366,1,0.481165563,0.517689064,0,1
6367,0,0.442841411,0.46460928,0,0
6368,0,0.700665573,0.923142819,1,1
6369,1,0.645813763,0.509951813,1,1
6370,0,0.475887515,0.392228133,0,0
6371,0,0.383070876,0.341207341,0,0
6372,1,0.717529033,0.855070338,1,1
6373,0,0.558680031,0.585219675,1,1
6374,1,0.444280608,0.410767013,0,0
6375,0,0.290366991,0.279761491,0,0
6376,1,0.605510686,0.646676038,1,1
6377,1,0.454177111,0.443701106,0,0
6378,0,0.460646041,0.422411901,0,0
6379,0,0.501782748,0.484835972,1,0
6380,0,0.442888812,0.422748519,0,0
6381,1,0.634133271,0.749583495,1,1
6382,1,0.443096399,0.387208176,0,0
6383,1,0.608577852,0.527167659,1,1
6384,0,0.521370331,0.497308186,1,0
6385,1,0.736928987,0.52551684,1,1
6386,0,0.478999421,0.368079098,0,0
6387,0,0.330387826,0.561343614,0,1
6388,1,0.569764387,0.544322925,1,1
6389,0,0.379430461,0.397026543,0,0
6390,0,0.345019354,0.393140329,0,0
6391,0,0.375352195,0.389174291,0,0
6392,0,0.640634968,0.535475408,1,1
6393,1,0.556844167,0.580795589,1,1
6394,0,0.625653174,0.518626645,1,1
6395,0,0.417185081,0.333774931,0,0
6396,0,0.41386615,0.349621154,0,0
6397,1,0.564817443,0.707621801,1,1
6398,0,0.577171733,0.541193381,1,1
6399,0,0.380298611,0.281114832,0,0
6400,1,0.450516954,0.441319508,0,0
6401,1,0.545991963,0.513804872,1,1
6402,1,0.575218802,0.504612921,1,1
6403,0,0.583616648,0.523414308,1,1
6404,0,0.4781211,0.46108652,0,0
6405,1,0.639812378,0.795791722,1,1
6406,0,0.411901517,0.38435628,0,0
6407,0,0.514204004,0.42069887,1,0
6408,0,0.329398952,0.31902365,0,0
6409,0,0.445987914,0.366763603,0,0
6410,0,0.442693223,0.441480633,0,0
6411,1,0.696640861,0.658710139,1,1
6412,0,0.484288448,0.417655727,0,0
6413,1,0.670619769,0.558757104,1,1
6414,1,0.574222005,0.595464706,1,1
6415,0,0.336683133,0.246194457,0,0
6416,0,0.477629985,0.526452589,0,1
6417,0,0.524227868,0.619560112,1,1
6418,0,0.331789401,0.351624243,0,0
6419,0,0.398875805,0.513155907,0,1
6420,0,0.459418611,0.403351553,0,0
6421,0,0.465603181,0.550971461,0,1
6422,1,0.337943,0.321894226,0,0
6423,1,0.545616763,0.707293219,1,1
6424,0,0.388368261,0.539058695,0,1
6425,1,0.49776638,0.455943028,0,0
6426,0,0.427757897,0.372991239,0,0
6427,1,0.624307725,0.901981713,1,1
6428,1,0.607147411,0.429499654,1,0
6429,0,0.436397393,0.436253515,0,0
6430,1,0.628088238,0.680321723,1,1
6431,0,0.515602889,0.508196618,1,1
6432,1,0.489438452,0.307919457,0,0
6433,0,0.431666338,0.416708662,0,0
6434,0,0.534378686,0.534397916,1,1
6435,0,0.396704467,0.366627543,0,0
6436,1,0.721559722,0.733406494,1,1
6437,0,0.502022441,0.470835562,1,0
6438,1,0.522640589,0.375717106,1,0
6439,1,0.40902123,0.402735171,0,0
6440,1,0.519321905,0.576569729,1,1
6441,1,0.716380217,0.626201868,1,1
6442,1,0.641787094,0.775075957,1,1
6443,1,0.856522192,0.94624181,1,1
6444,0,0.567919578,0.703560009,1,1
6445,0,0.332449287,0.337485325,0,0
6446,0,0.681998093,0.597586167,1,1
6447,1,0.686092335,0.749838802,1,1
6448,0,0.63209344,0.858953747,1,1
6449,1,0.433739375,0.362032112,0,0
6450,0,0.414269678,0.399681214,0,0
6451,0,0.507755441,0.498362127,1,0
6452,0,0.402302383,0.331422761,0,0
6453,0,0.372237329,0.381158664,0,0
6454,0,0.442649906,0.40124444,0,0
6455,0,0.485860905,0.434265507,0,0
6456,0,0.315014043,0.322079655,0,0
6457,0,0.536111965,0.352134627,1,0
6458,0,0.50156849,0.38424592,1,0
6459,0,0.289406428,0.32663862,0,0
6460,0,0.462802325,0.450070794,0,0
6461,0,0.612861818,0.647464501,1,1
6462,0,0.505571342,0.583423549,1,1
6463,0,0.467446193,0.36653379,0,0
6464,0,0.468433481,0.402893017,0,0
6465,0,0.393784799,0.486597607,0,0
6466,1,0.526251524,0.439411161,1,0
6467,0,0.643149654,0.740998758,1,1
6468,1,0.447410271,0.416311686,0,0
6469,0,0.487708264,0.610388996,0,1
6470,0,0.556807134,0.504467972,1,1
6471,0,0.563235459,0.726135501,1,1
6472,1,0.488896197,0.484436909,0,0
6473,0,0.39029631,0.375150668,0,0
6474,0,0.471316687,0.369500973,0,0
6475,1,0.507445942,0.533193314,1,1
6476,0,0.380195601,0.316637233,0,0
6477,0,0.393506596,0.337737996,0,0
6478,1,0.512229601,0.469141648,1,0
6479,1,0.435721343,0.526075308,0,1
6480,0,0.432878562,0.377323763,0,0
6481,1,0.57410169,0.679841139,1,1
6482,1,0.511122951,0.475412441,1,0
6483,1,0.565198901,0.588889707,1,1
6484,1,0.51601851,0.455450808,1,0
6485,1,0.569598711,0.608713589,1,1
6486,1,0.687528862,0.864723668,1,1
6487,0,0.383906279,0.378141726,0,0
6488,1,0.499086074,0.356528256,0,0
6489,0,0.440130382,0.459277583,0,0
6490,0,0.411948836,0.473650333,0,0
6491,0,0.484767568,0.433447062,0,0
6492,1,0.607872122,0.555916748,1,1
6493,0,0.509762748,0.503686022,1,1
6494,0,0.508967833,0.513929585,1,1
6495,1,0.572891717,0.564865,1,1
6496,1,0.455251892,0.411530477,0,0
6497,1,0.474121053,0.43588789,0,0
6498,1,0.647390082,0.943009481,1,1
6499,0,0.435065929,0.390868681,0,0
6500,0,0.507832253,0.438061083,1,0
6501,1,0.622139786,0.734618616,1,1
6502,0,0.437562019,0.439031104,0,0
6503,1,0.63222013,0.67662356,1,1
6504,0,0.363063183,0.612799267,0,1
6505,0,0.463304301,0.454426862,0,0
6506,1,0.531772717,0.405611675,1,0
6507,1,0.628465122,0.653681027,1,1
6508,0,0.524449426,0.481557022,1,0
6509,0,0.551348199,0.463726935,1,0
6510,1,0.626130827,0.586340735,1,1
6511,1,0.58998917,0.654452797,1,1
6512,1,0.455355154,0.482121504,0,0
6513,0,0.411120743,0.368675196,0,0
6514,0,0.394448063,0.365703858,0,0
6515,1,0.621676685,0.696936268,1,1
6516,0,0.416517762,0.38691939,0,0
6517,1,0.404650691,0.333343679,0,0
6518,0,0.227929807,0.313042097,0,0
6519,1,0.337340039,0.374799279,0,0
6520,0,0.430038741,0.384820467,0,0
6521,1,0.540814712,0.692143438,1,1
6522,1,0.690234942,0.587158483,1,1
6523,0,0.494043135,0.463499292,0,0
6524,1,0.661406884,0.627910145,1,1
6525,1,0.614717717,0.50820266,1,1
6526,0,0.430718494,0.378575201,0,0
6527,1,0.597311628,0.661658918,1,1
6528,1,0.541461283,0.55847256,1,1
6529,1,0.599500994,0.723753426,1,1
6530,1,0.474184186,0.339240459,0,0
6531,1,0.483351903,0.486797382,0,0
6532,1,0.514793438,0.509711108,1,1
6533,1,0.430981957,0.332458509,0,0
6534,0,0.434644605,0.391518669,0,0
6535,1,0.470922763,0.489951605,0,0
6536,1,0.5824929,0.686226932,1,1
6537,0,0.466162518,0.47828362,0,0
6538,0,0.313568702,0.510144903,0,1
6539,1,0.600104884,0.738044308,1,1
6540,1,0.383866978,0.321589551,0,0
6541,0,0.440864786,0.398249699,0,0
6542,0,0.509931712,0.480458493,1,0
6543,0,0.275824261,0.34058164,0,0
6544,0,0.544317205,0.485616333,1,0
6545,1,0.474779455,0.469662419,0,0
6546,1,0.679103374,0.455507221,1,0
6547,0,0.42740668,0.372425094,0,0
6548,1,0.500411841,0.588442319,1,1
6549,0,0.413306945,0.351706455,0,0
6550,0,0.307258911,0.314214269,0,0
6551,0,0.355276652,0.32813929,0,0
6552,0,0.411888551,0.401368408,0,0
6553,1,0.647073078,0.698818176,1,1
6554,0,0.451653884,0.443021838,0,0
6555,1,0.440962949,0.450110915,0,0
6556,1,0.462008589,0.41441996,0,0
6557,0,0.427702183,0.414822871,0,0
6558,1,0.519270945,0.567554742,1,1
6559,0,0.386818659,0.361554521,0,0
6560,1,0.645426051,0.669766652,1,1
6561,0,0.366028491,0.317955606,0,0
6562,0,0.358623584,0.33273791,0,0
6563,1,0.603203666,0.714621529,1,1
6564,1,0.4400862,0.33386378,0,0
6565,0,0.359096523,0.331881808,0,0
6566,1,0.410121594,0.397431934,0,0
6567,1,0.402553305,0.404956136,0,0
6568,0,0.544910176,0.564169722,1,1
6569,0,0.659781817,0.838112072,1,1
6570,0,0.503197845,0.719964594,1,1
6571,1,0.432718244,0.297229063,0,0
6572,1,0.6117252,0.692350058,1,1
6573,0,0.462762613,0.472666727,0,0
6574,1,0.478999264,0.373034234,0,0
6575,1,0.631328102,0.556776798,1,1
6576,1,0.455305097,0.445015897,0,0
6577,1,0.498313699,0.406384518,0,0
6578,1,0.592874169,0.475255918,1,0
6579,1,0.425796572,0.373253415,0,0
6580,0,0.435997873,0.365162233,0,0
6581,0,0.457521908,0.43738979,0,0
6582,0,0.382938868,0.365081329,0,0
6583,1,0.342726119,0.280625222,0,0
6584,1,0.407844856,0.338616701,0,0
6585,1,0.4330838,0.400562364,0,0
6586,1,0.56365893,0.671778851,1,1
6587,1,0.602415581,0.58145665,1,1
6588,1,0.494800869,0.602935604,0,1
6589,0,0.465281141,0.333479958,0,0
6590,0,0.439641006,0.367762573,0,0
6591,1,0.639347223,0.517864978,1,1
6592,0,0.563249647,0.428224845,1,0
6593,1,0.406222484,0.449187362,0,0
6594,0,0.631546016,0.661597987,1,1
6595,1,0.395048669,0.363155381,0,0
6596,1,0.59685838,0.531735498,1,1
6597,1,0.541998863,0.591383984,1,1
6598,0,0.576864834,0.814042971,1,1
6599,1,0.349629078,0.378926924,0,0
6600,1,0.43049316,0.404323012,0,0
6601,0,0.550694455,0.477082157,1,0
6602,0,0.375640081,0.396112743,0,0
6603,0,0.498470133,0.397967332,0,0
6604,0,0.406866611,0.366453195,0,0
6605,0,0.478749686,0.421194061,0,0
6606,0,0.334244792,0.313786433,0,0
6607,0,0.434040052,0.422534695,0,0
6608,1,0.638868342,0.705483625,1,1
6609,1,0.574978748,0.525903576,1,1
6610,0,0.370471286,0.363234971,0,0
6611,0,0.298586343,0.394266351,0,0
6612,1,0.622817407,0.583294849,1,1
6613,0,0.533658677,0.434697797,1,0
6614,0,0.47348497,0.506474967,0,1
6615,1,0.512432414,0.378906731,1,0
6616,0,0.376808529,0.401721064,0,0
6617,0,0.589073577,0.603193858,1,1
6618,0,0.537940577,0.559959439,1,1
6619,0,0.484308166,0.477140512,0,0
6620,0,0.55231487,0.561382174,1,1
6621,0,0.368296764,0.335298522,0,0
6622,0,0.342609035,0.537035409,0,1
6623,1,0.408771964,0.38758358,0,0
6624,0,0.424200021,0.408180849,0,0
6625,1,0.713524365,0.506316515,1,1
6626,0,0.514257744,0.473426293,1,0
6627,0,0.487002939,0.432248541,0,0
6628,0,0.448719532,0.554465558,0,1
6629,1,0.612913209,0.630970129,1,1
6630,0,0.552824009,0.473238141,1,0
6631,1,0.515721254,0.494663416,1,0
6632,0,0.605736407,0.546163652,1,1
6633,0,0.381114678,0.410702155,0,0
6634,1,0.660751375,0.745605085,1,1
6635,0,0.471675784,0.386379061,0,0
6636,1,0.618054369,0.490722104,1,0
6637,0,0.373539944,0.592450361,0,1
6638,0,0.377078125,0.437523343,0,0
6639,1,0.542271154,0.410268567,1,0
6640,0,0.383812679,0.318760082,0,0
6641,1,0.431468903,0.361106539,0,0
6642,0,0.522893725,0.544953568,1,1
6643,0,0.459707048,0.44514385,0,0
6644,0,0.426647838,0.428608707,0,0
6645,0,0.435628591,0.407875078,0,0
6646,1,0.705077761,0.815031476,1,1
6647,1,0.607762401,0.459742255,1,0
6648,0,0.412762213,0.472885756,0,0
6649,0,0.411710483,0.374117066,0,0
6650,0,0.457913038,0.411012878,0,0
6651,0,0.417287168,0.389408173,0,0
6652,0,0.550588286,0.713290235,1,1
6653,0,0.50571915,0.431774408,1,0
6654,0,0.539295011,0.36391086,1,0
6655,0,0.604158535,0.870880503,1,1
6656,0,0.367492106,0.346445269,0,0
6657,1,0.712415368,0.783845224,1,1
6658,0,0.441045575,0.514447701,0,1
6659,1,0.425400577,0.337025144,0,0
6660,0,0.484578074,0.622685859,0,1
6661,1,0.5631041,0.574440375,1,1
6662,1,0.699118648,0.778060268,1,1
6663,1,0.492611943,0.555452039,0,1
6664,1,0.675809091,0.696517984,1,1
6665,0,0.521307568,0.439325875,1,0
6666,1,0.615540137,0.492642356,1,0
6667,0,0.439506654,0.437122947,0,0
6668,0,0.520838806,0.620673149,1,1
6669,0,0.396805838,0.406087529,0,0
6670,1,0.735479507,0.702858874,1,1
6671,1,0.731497883,0.50763023,1,1
6672,1,0.517297915,0.49135864,1,0
6673,1,0.603300179,0.468802908,1,0
6674,1,0.737700767,0.712578183,1,1
6675,0,0.567999688,0.607161288,1,1
6676,0,0.432609998,0.425600716,0,0
6677,0,0.424314904,0.415793307,0,0
6678,0,0.427669206,0.344486162,0,0
6679,1,0.641514297,0.864388359,1,1
6680,1,0.574390219,0.620048992,1,1
6681,0,0.482030758,0.519781055,0,1
6682,1,0.61186504,0.691107384,1,1
6683,1,0.563850597,0.383971511,1,0
6684,0,0.593304531,0.619936435,1,1
6685,1,0.466019345,0.472648456,0,0
6686,1,0.621347749,0.491567938,1,0
6687,1,0.604049879,0.821498192,1,1
6688,1,0.4209274,0.488301914,0,0
6689,0,0.447640745,0.422439717,0,0
6690,1,0.576084794,0.503618976,1,1
6691,1,0.545043853,0.503413354,1,1
6692,1,0.528528879,0.450566494,1,0
6693,0,0.519862822,0.48944182,1,0
6694,1,0.553193777,0.582178651,1,1
6695,1,0.442844301,0.346615542,0,0
6696,0,0.391076855,0.336850962,0,0
6697,1,0.491582382,0.448159104,0,0
6698,0,0.523326734,0.508427273,1,1
6699,1,0.702991102,0.744458531,1,1
6700,0,0.43412338,0.432942302,0,0
6701,0,0.62375116,0.572314404,1,1
6702,1,0.721298655,0.685446212,1,1
6703,1,0.53763769,0.750786133,1,1
6704,0,0.454687353,0.4229329,0,0
6705,0,0.511530694,0.45662938,1,0
6706,1,0.635435827,0.645737542,1,1
6707,0,0.570933713,0.629575836,1,1
6708,0,0.619633738,0.674423816,1,1
6709,1,0.498354712,0.460499777,0,0
6710,0,0.486203495,0.41772335,0,0
6711,0,0.557644124,0.359446273,1,0
6712,0,0.590010869,0.624771684,1,1
6713,1,0.643944866,0.828636557,1,1
6714,0,0.350282004,0.29130399,0,0
6715,0,0.42891485,0.368255554,0,0
6716,0,0.43184641,0.434696321,0,0
6717,1,0.524578038,0.50582699,1,1
6718,1,0.489438946,0.515754775,0,1
6719,0,0.524375418,0.473868332,1,0
6720,0,0.478717948,0.446268708,0,0
6721,1,0.598316908,0.815378895,1,1
6722,1,0.644725426,0.541963525,1,1
6723,1,0.493768032,0.390814014,0,0
6724,0,0.436281808,0.40833086,0,0
6725,0,0.37392384,0.333755894,0,0
6726,0,0.426397118,0.387467712,0,0
6727,1,0.513339581,0.339737936,1,0
6728,1,0.583364976,0.562516934,1,1
6729,1,0.541293302,0.615859829,1,1
6730,0,0.487022103,0.601247601,0,1
6731,0,0.547275901,0.502852232,1,1
6732,0,0.42017898,0.402660596,0,0
6733,0,0.500249245,0.716016911,1,1
6734,0,0.471200746,0.384545147,0,0
6735,1,0.705983813,0.676521947,1,1
6736,0,0.361313252,0.394750004,0,0
6737,0,0.541723656,0.682983541,1,1
6738,1,0.40579674,0.345222102,0,0
6739,0,0.4773896,0.448512413,0,0
6740,1,0.642143209,0.513977645,1,1
6741,1,0.495971667,0.455377389,0,0
6742,0,0.343558721,0.321034472,0,0
6743,0,0.462781158,0.495329884,0,0
6744,0,0.485474338,0.432192011,0,0
6745,1,0.653639893,0.734644533,1,1
6746,0,0.394606385,0.380289798,0,0
6747,0,0.261614783,0.298973981,0,0
6748,1,0.590166709,0.621857601,1,1
6749,0,0.413492931,0.393952439,0,0
6750,1,0.477793882,0.434367276,0,0
6751,1,0.536977316,0.487555177,1,0
6752,1,0.338493193,0.360346236,0,0
6753,1,0.533059417,0.401738916,1,0
6754,0,0.643367606,0.61739035,1,1
6755,1,0.524210862,0.83210727,1,1
6756,0,0.441787979,0.424426901,0,0
6757,0,0.486643835,0.418661897,0,0
6758,1,0.420557841,0.453564282,0,0
6759,0,0.452622433,0.389770606,0,0
6760,1,0.598552882,0.617996536,1,1
6761,0,0.472595462,0.695309171,0,1
6762,1,0.613707807,0.713901541,1,1
6763,0,0.467033301,0.412727731,0,0
6764,1,0.717771624,0.789870683,1,1
6765,0,0.291955209,0.362810598,0,0
6766,0,0.497956017,0.49697832,0,0
6767,0,0.408230524,0.43224376,0,0
6768,1,0.547070226,0.489538613,1,0
6769,0,0.477136861,0.49332352,0,0
6770,0,0.550390176,0.569424293,1,1
6771,1,0.663956222,0.761834355,1,1
6772,1,0.672762201,0.639751878,1,1
6773,1,0.480875883,0.42594502,0,0
6774,1,0.564575826,0.762430613,1,1
6775,0,0.423760622,0.394307108,0,0
6776,0,0.409645469,0.37286322,0,0
6777,1,0.914010643,0.932270342,1,1
6778,0,0.453536726,0.367450544,0,0
6779,1,0.455399704,0.417595673,0,0
6780,0,0.518999868,0.473075459,1,0
6781,1,0.460173188,0.360032646,0,0
6782,1,0.62536484,0.631372325,1,1
6783,0,0.449867763,0.474135315,0,0
6784,1,0.684614636,0.7813664,1,1
6785,0,0.600226335,0.585680528,1,1
6786,0,0.447563762,0.438257534,0,0
6787,0,0.480514312,0.483085765,0,0
6788,0,0.533551725,0.548799144,1,1
6789,0,0.478950666,0.463776045,0,0
6790,1,0.559880033,0.810905583,1,1
6791,1,0.674175281,0.694594833,1,1
6792,0,0.473687803,0.38040805,0,0
6793,1,0.399009818,0.376458181,0,0
6794,1,0.459802413,0.355585381,0,0
6795,0,0.528952035,0.323575157,1,0
6796,1,0.628533265,0.539624153,1,1
6797,0,0.335024372,0.308906858,0,0
6798,1,0.494680708,0.544756982,0,1
6799,1,0.441304656,0.394626189,0,0
6800,1,0.575857493,0.643586721,1,1
6801,0,0.372699443,0.644984277,0,1
6802,1,0.520078928,0.499942169,1,0
6803,0,0.378996966,0.398883704,0,0
6804,0,0.400023373,0.419244146,0,0
6805,0,0.28181189,0.352865325,0,0
6806,0,0.418753794,0.47817598,0,0
6807,0,0.313759166,0.34200569,0,0
6808,1,0.49621732,0.49826038,0,0
6809,1,0.44280027,0.400795676,0,0
6810,0,0.346101857,0.308180842,0,0
6811,1,0.611453319,0.539783782,1,1
6812,0,0.33330888,0.380787568,0,0
6813,0,0.33585586,0.377029319,0,0
6814,0,0.411298273,0.359923047,0,0
6815,1,0.49474028,0.332011091,0,0
6816,0,0.446390578,0.376763898,0,0
6817,1,0.624596469,0.50760115,1,1
6818,1,0.700373807,0.701663956,1,1
6819,1,0.770081208,0.956376287,1,1
6820,1,0.893480989,0.983058055,1,1
6821,0,0.499211643,0.512917719,0,1
6822,0,0.422537188,0.352502429,0,0
6823,0,0.413162316,0.372005737,0,0
6824,1,0.394715764,0.480257752,0,0
6825,0,0.52851991,0.485868886,1,0
6826,1,0.568021321,0.608878162,1,1
6827,1,0.52102604,0.625793566,1,1
6828,1,0.509414614,0.830563108,1,1
6829,0,0.628533973,0.567761386,1,1
6830,1,0.585375588,0.606449715,1,1
6831,1,0.472898155,0.430742753,0,0
6832,0,0.457767209,0.433043456,0,0
6833,1,0.59254057,0.50769024,1,1
6834,0,0.44459761,0.393086973,0,0
6835,1,0.761218004,0.80532274,1,1
6836,1,0.585978825,0.711292884,1,1
6837,1,0.561872775,0.513936034,1,1
6838,0,0.482826281,0.493207522,0,0
6839,1,0.486226335,0.311738397,0,0
6840,1,0.371594533,0.388442864,0,0
6841,1,0.455977295,0.5043062,0,1
6842,1,0.66088211,0.926296097,1,1
6843,0,0.392712854,0.482758126,0,0
6844,0,0.545173033,0.656665981,1,1
6845,0,0.486372908,0.50617614,0,1
6846,1,0.618648551,0.732735565,1,1
6847,0,0.574688591,0.531420887,1,1
6848,0,0.419066432,0.408701666,0,0
6849,1,0.441280694,0.573795694,0,1
6850,0,0.452391756,0.406847489,0,0
6851,1,0.446952754,0.512259855,0,1
6852,1,0.685709076,0.489358181,1,0
6853,0,0.396705457,0.353780047,0,0
6854,0,0.611728772,0.654660832,1,1
6855,0,0.597303744,0.500528571,1,1
6856,0,0.408315757,0.417581987,0,0
6857,0,0.472012812,0.556475726,0,1
6858,1,0.632532837,0.556612572,1,1
6859,0,0.293385892,0.368873395,0,0
6860,1,0.442108598,0.39168191,0,0
6861,0,0.472300208,0.339163522,0,0
6862,1,0.720495177,0.698262499,1,1
6863,1,0.462992559,0.638131951,0,1
6864,1,0.501973296,0.46896635,1,0
6865,1,0.389847997,0.317038387,0,0
6866,1,0.66337635,0.615255179,1,1
6867,1,0.478236597,0.370264622,0,0
6868,0,0.374378427,0.363983813,0,0
6869,1,0.502965274,0.694044289,1,1
6870,1,0.52547061,0.444986376,1,0
6871,1,0.407849208,0.386791474,0,0
6872,1,0.593046265,0.566284191,1,1
6873,0,0.415271511,0.337359084,0,0
6874,0,0.495931121,0.446822575,0,0
6875,0,0.464252139,0.48172108,0,0
6876,1,0.458622418,0.444810737,0,0
6877,1,0.692617502,0.567237214,1,1
6878,1,0.446526532,0.413151255,0,0
6879,0,0.376728465,0.386632782,0,0
6880,0,0.318765944,0.288450401,0,0
6881,0,0.390444404,0.351276883,0,0
6882,0,0.534010092,0.443976022,1,0
6883,1,0.59203112,0.559779004,1,1
6884,1,0.425928812,0.409499898,0,0
6885,1,0.540792476,0.520684436,1,1
6886,1,0.646168604,0.674145711,1,1
6887,1,0.607186202,0.73387412,1,1
6888,0,0.293678134,0.332192381,0,0
6889,1,0.523176481,0.517443485,1,1
6890,1,0.433761051,0.398249436,0,0
6891,1,0.507387366,0.430771944,1,0
6892,1,0.577792525,0.677252092,1,1
6893,1,0.748709253,0.609392256,1,1
6894,1,0.559547053,0.574614841,1,1
6895,0,0.313177235,0.278514359,0,0
6896,0,0.309404549,0.351240095,0,0
6897,1,0.417951345,0.417064682,0,0
6898,0,0.477357047,0.00055323,0,0
6899,1,0.563308311,0.4686086,1,0
6900,1,0.510554519,0.415622671,1,0
6901,1,0.442435775,0.502438111,0,1
6902,0,0.531780794,0.507142038,1,1
6903,1,0.594353581,0.659170477,1,1
6904,1,0.658007257,0.468257681,1,0
6905,0,0.59490091,0.48842199,1,0
6906,1,0.58366811,0.586533343,1,1
6907,0,0.429350578,0.41165919,0,0
6908,0,0.460702974,0.428091117,0,0
6909,1,0.597104224,0.372075594,1,0
6910,1,0.477647592,0.365752698,0,0
6911,0,0.33425948,0.338939123,0,0
6912,1,0.662453817,0.665748153,1,1
6913,0,0.474202233,0.483448133,0,0
6914,0,0.441522657,0.381205284,0,0
6915,1,0.613619518,0.543762599,1,1
6916,0,0.39670763,0.381540137,0,0
6917,0,0.420759034,0.395121094,0,0
6918,1,0.582797381,0.494279616,1,0
6919,1,0.432391064,0.335000583,0,0
6920,0,0.368257584,0.349249634,0,0
6921,1,0.632473826,0.851964811,1,1
6922,0,0.492095463,0.349984263,0,0
6923,1,0.577843751,0.75547899,1,1
6924,1,0.684324723,0.61193659,1,1
6925,1,0.410726639,0.381690171,0,0
6926,1,0.658835332,0.530552933,1,1
6927,1,0.604955475,0.593788788,1,1
6928,1,0.590350441,0.690147973,1,1
6929,1,0.348935344,0.278623164,0,0
6930,0,0.244463162,0.262304434,0,0
6931,0,0.608153344,0.561332838,1,1
6932,0,0.599392352,0.474844103,1,0
6933,0,0.5229638,0.514001581,1,1
6934,1,0.577627703,0.536798401,1,1
6935,1,0.603816967,0.615276186,1,1
6936,0,0.564337913,0.628226125,1,1
6937,1,0.593702844,0.541668333,1,1
6938,0,0.479092658,0.521652572,0,1
6939,1,0.4825141,0.462614431,0,0
6940,1,0.44063964,0.415255111,0,0
6941,1,0.471322811,0.697716303,0,1
6942,1,0.441007051,0.390417438,0,0
6943,1,0.673247943,0.638321982,1,1
6944,0,0.393484684,0.377091646,0,0
6945,0,0.414273118,0.433759283,0,0
6946,1,0.657344676,0.555715365,1,1
6947,1,0.504956777,0.412177409,1,0
6948,0,0.577990547,0.551380045,1,1
6949,1,0.449661509,0.423359672,0,0
6950,1,0.544103077,0.60964166,1,1
6951,0,0.42552563,0.441194379,0,0
6952,0,0.355018215,0.370159498,0,0
6953,0,0.432886212,0.387490257,0,0
6954,0,0.564858371,0.580463388,1,1
6955,1,0.563602575,0.604567306,1,1
6956,1,0.428462664,0.39884409,0,0
6957,0,0.417262808,0.618505176,0,1
6958,1,0.640156616,0.763798866,1,1
6959,0,0.335711872,0.309113823,0,0
6960,0,0.568736488,0.598469961,1,1
6961,0,0.534428941,0.548330553,1,1
6962,0,0.430640239,0.717949377,0,1
6963,0,0.509296764,0.50231346,1,1
6964,0,0.398627804,0.440929803,0,0
6965,1,0.420547268,0.353387606,0,0
6966,0,0.404041883,0.341997494,0,0
6967,0,0.441007051,0.374853993,0,0
